店名,電話,住所,ジャンル
ファミリーマート つがる総合病院S店,青森県五所川原市字岩木町１２３,0173-23-3021,コンビニ
ファミリーマート八戸湊町店,青森県八戸市大字湊町字柳町２６,0178-32-1044,コンビニ
ファミリーマート 六戸町店,青森県上北郡六戸町大字折茂字鳥喰谷地４８１,0176-70-1138,コンビニ
ファミリーマート 八戸是川笹子店,青森県八戸市大字是川字三十刈頭３１１,0178-71-8535,コンビニ
ファミリーマート 十和田相坂店,青森県十和田市大字相坂字下前川原１７５２,0176-21-5058,コンビニ
ファミリーマート つがる柏広須店,青森県つがる市柏広須志野田１８１２,0173-27-5572,コンビニ
ファミリーマート 小泊店,青森県北津軽郡中泊町大字小泊字築上２３３,0173-27-9625,コンビニ
有限会社丹羽商店,青森県黒石市大字南中野字才ノ神２０１,0172-54-8302,コンビニ
ファミリーマート おいらせ上前田店,青森県上北郡おいらせ町上前田１１１１,0178-52-1035,コンビニ
ファミリーマート三沢松原一丁目店,青森県三沢市松原町１丁目３１２３５,0176-50-1236,コンビニ
ファミリーマート 八戸湊高台店,青森県八戸市湊高台６丁目１２１７,0178-32-1151,コンビニ
ファミリーマート 横浜町店,青森県上北郡横浜町字上イタヤノ木１００８１,0175-76-1517,コンビニ
セブン‐イレブン 青森石江三好店,青森県青森市大字石江字三好１３９１,017-766-2250,コンビニ
ファミリーマート 六ヶ所店,青森県上北郡六ヶ所村大字尾駮字弥栄平１１９,0175-71-0015,コンビニ
セブン‐イレブン 五所川原鎌谷橋店,青森県五所川原市字鎌谷町７２３,0173-34-2360,コンビニ
ファミリーマート むつ金谷一丁目店,青森県むつ市金谷１丁目１５７６,0175-33-7065,コンビニ
ファミリーマート 青森小柳店,青森県青森市小柳３丁目１７４,017-765-2685,コンビニ
セブン‐イレブン 八戸柏崎1丁目店,青森県八戸市柏崎１丁目１０６,0178-24-3617,コンビニ
セブン‐イレブン 青森大野山下店,青森県青森市大字大野字山下１４１４,017-739-6311,コンビニ
ファミリーマート 平川大光寺店,青森県平川市大光寺三早稲田５２１,0172-43-1043,コンビニ
ファミリーマート 八戸湊鮫ノ口店,青森県八戸市大字湊町字鮫ノ口１６,0178-32-2126,コンビニ
ファミリーマート 青森新田一丁目店,青森県青森市新田１丁目１７,017-761-2860,コンビニ
セブン‐イレブン 青森港町3丁目店,青森県青森市港町３丁目６１０,017-744-7207,コンビニ
セブン‐イレブン 三沢大町店,青森県三沢市大町２丁目３３,0176-57-2710,コンビニ
セブン‐イレブン 青森妙見3丁目店,青森県青森市妙見３丁目３３７,017-728-0077,コンビニ
ファミリーマートさとう大間店,青森県下北郡大間町大字大間字太田７３６,0175-37-5750,スーパー
ファミリーマート 青森浜館四丁目店,青森県青森市浜館４丁目１３１６,017-765-1677,コンビニ
ファミリーマート 八戸45北バイパス店,青森県八戸市大字河原木字千刈田９１,0178-21-2627,コンビニ
セブン‐イレブン 五所川原大橋店,青森県つがる市柏下古川鶴山８８３,0173-33-5053,コンビニ
セブン‐イレブン 八戸長苗代2丁目店,青森県八戸市長苗代２丁目１９１０,0178-20-5575,コンビニ
セブン‐イレブン 青森浪岡福田2丁目店,青森県青森市浪岡福田２丁目１３２,0172-62-6031,コンビニ
ファミリーマート 浪岡八幡宮前店,青森県青森市浪岡大字浪岡字岡田３５１,0172-69-3169,コンビニ
ローソン 三沢市立病院前店,青森県三沢市大字三沢字堀口１６４３０１,0176-53-2588,コンビニ
ファミリーマート 六ヶ所泊店,青森県上北郡六ヶ所村大字泊字川原７５３４１,0175-76-2037,コンビニ
ファミリーマート 東北町上北小前店,青森県上北郡東北町大字大浦字一本松１６２３,0176-58-2811,コンビニ
ファミリーマート 平川平賀駅前店,青森県平川市本町北柳田１２１,0172-43-1561,コンビニ
ファミリーマート五所川原下平井町店,青森県五所川原市字下平井町４２２,0173-38-3526,コンビニ
ファミリーマート 青森新城平岡店,青森県青森市大字新城字平岡２６１１,017-763-3423,コンビニ
デイリーヤマザキ平賀松崎店,青森県平川市館山前田１２８,0172-44-0737,コンビニ
ファミリーマート 十和田穂並町店,青森県十和田市穂並町７２２,0176-21-1021,コンビニ
ファミリーマート八戸根城二丁目店,青森県八戸市根城２丁目２６２１,0178-71-1315,コンビニ
ファミリーマート つがる車力町店,青森県つがる市車力町老森１１２１,0173-69-5226,コンビニ
セブン‐イレブン 八戸小中野2丁目店,青森県八戸市小中野２丁目１１,0178-44-9722,コンビニ
ファミリーマート バイパス鶴田店,青森県北津軽郡鶴田町大字山道字高留５５３,0173-23-2560,コンビニ
セブン‐イレブン つがる柏インター店,青森県つがる市柏下古川絹森２６３６,0173-33-4334,コンビニ
ファミリーマート 黒石西ケ丘店,青森県黒石市西ケ丘２９７１,0172-59-3558,コンビニ
熊沢酒店,青森県上北郡野辺地町字赤坂１１１５,0120-083-528,酒店
ファミリーマート 青森奥野4丁目店,青森県青森市奥野４丁目１８１５,017-732-6321,コンビニ
セブン‐イレブン 八戸沼館南店,青森県八戸市沼館１丁目１３４５,0178-43-7701,コンビニ
セブン‐イレブン 八戸城下2丁目店,青森県八戸市城下２丁目１４１２,0178-47-3115,コンビニ
ファミリーマート 東北町石坂店,青森県上北郡東北町字石坂１８２,0175-65-1055,コンビニ
ファミリーマート 青森新城山田店,青森県青森市大字新城字山田５８７４３,017-763-2650,コンビニ
ファミリーマート 八戸卸センター店,青森県八戸市卸センター１丁目３３５,0178-21-2155,コンビニ
セブン‐イレブン 八戸第3魚市場前店,青森県八戸市築港街１丁目３４,0178-35-5066,コンビニ
ファミリーマート 稲垣店,青森県つがる市稲垣町沼崎船橋１７５,0173-69-7371,コンビニ
ファミリーマート 青森大釈迦西店,青森県青森市浪岡大字大釈迦字中田９０１,0172-69-1261,コンビニ
ファミリーマート 階上蒼前店,青森県三戸郡階上町蒼前東１丁目９１０１０,0178-80-0025,コンビニ
ファミリーマート 八戸尻内町店,青森県八戸市大字尻内町字尻内１２,0178-70-2737,コンビニ
ローソン 藤崎榊和田店,青森県南津軽郡藤崎町大字榊字和田８１,0172-88-6557,コンビニ
株式会社工藤パン 生産部,青森県青森市金沢３丁目２２１,017-734-1181,コンビニ
株式会社工藤パンデイリー事業部,青森県青森市金沢３丁目２２１,017-734-1181,コンビニ
株式会社工藤パン 営業部,青森県青森市金沢３丁目２２１,017-734-1181,コンビニ
ローソン 八戸西白山台五丁目店,青森県八戸市西白山台５丁目１３４,0178-70-5535,コンビニ
オレンジハート青山店,青森県黒石市青山８１１,0172-53-6277,うどん
セブン‐イレブン 弘前撫牛子店,青森県弘前市大字撫牛子１丁目３１０,0172-36-3639,コンビニ
ファミリーマート 新青森駅西口店,青森県青森市石江４丁目９２,017-763-1056,コンビニ
ファミリーマートさとう 中央店,青森県むつ市中央１丁目２２１,0175-33-8260,スーパー
ローソン福地苫米地店,青森県三戸郡南部町苫米地字高畑1-1,0178-84-4490,コンビニ
ローソン黒石浅瀬石店,青森県黒石市大字浅瀬石字村上357-1,0172-53-6863,コンビニ
ローソン青森安方二丁目店,青森県青森市安方2-8-1,017-763-5686,コンビニ
セブンイレブン弘前駅前3丁目店,青森県弘前市大字駅前3丁目2-2,0172-31-3335,コンビニ
ローソン弘前中野四丁目店,青森県弘前市大字中野4丁目1-2,0172-89-1277,コンビニ
セブンイレブン弘前城東中央4丁目店,青森県弘前市城東中央4丁目11-31,0172-27-8711,コンビニ
ローソン青森平新田店,青森県青森市大字平新田字森越11-2,017-726-7180,コンビニ
セブンイレブン八戸江陽1丁目店,青森県八戸市江陽1丁目13-1,0178-24-6173,コンビニ
ローソン青森富田店,青森県青森市富田3丁目16-1,017-783-4533,コンビニ
セブンイレブン弘前北瓦ケ町店,青森県弘前市大字北瓦ケ町4-1,0172-36-2212,コンビニ
ローソン八戸北高校前店,青森県八戸市大字大久保字町道11-61,0178-35-2130,コンビニ
ローソン十和田三小通店,青森県十和田市東十三番町25-31,0176-22-7588,コンビニ
ローソン三沢緑町一丁目店,青森県三沢市緑町1丁目1-1,0176-51-7113,コンビニ
ローソンむつ中央店,青森県むつ市中央2丁目52-81,0175-28-1129,コンビニ
ローソン青森富田四丁目店,青森県青森市富田4丁目27-12,017-718-7522,コンビニ
ローソン八戸白銀五丁目店,青森県八戸市白銀5-11-1,0178-33-1637,コンビニ
ファミリーマート青森戸山店,青森県青森市駒込字蛍沢258-12,017-765-2171,コンビニ
マルサンストア,青森県三戸郡南部町大字福田字あかね３１５１,0178-84-3394,スーパー
いとく弘前東店,青森県弘前市大字末広５丁目１５,0172-55-0313,スーパー
いとく弘前東店,青森県弘前市大字末広5丁目1-5,0172-55-0313,スーパー
ユニバース松原店,青森県弘前市大字松原東1丁目3-1,0172-39-7177,スーパー
ユニバースUマート桔梗野店,青森県弘前市大字桔梗野2丁目11-1,0172-31-2727,スーパー
虹のマート焼魚ハマダ,青森県弘前市大字駅前町１２１,0172-36-1365,スーパー
業務スーパー弘前城東店,青森県弘前市大字高田3丁目1-1,0172-40-2038,スーパー
コープあおもり西弘店,青森県弘前市大字中野1丁目13-1,0172-34-6240,スーパー
マックスバリュ岩木店,青森県弘前市大字一町田字村元７１１１,0172-82-4579,スーパー
マックスバリュ岩木店,青森県弘前市大字一町田村元711-1,0172-82-4579,スーパー
虹のマート惣菜わしお,青森県弘前市大字駅前町１２１,0172-36-1374,スーパー
株式会社佐藤長 下町店,青森県弘前市大字新町１６７１,0172-88-5145,スーパー
ユニバース青柳店,青森県青森市青柳2丁目9-25,017-732-3322,スーパー
いとく浜の町店,青森県弘前市大字浜の町西1丁目5-21,0172-55-8870,スーパー
中土手魚菜センター 有限会社秋田や青果,青森県弘前市大字土手町８６,0172-32-5348,スーパー
虹のマートいいむろ乾物店,青森県弘前市大字駅前町１２１,0172-36-1372,スーパー
虹のマート 小川鮮魚店,青森県弘前市大字駅前町１２１,0172-34-8948,スーパー
ユニバース城東店,青森県弘前市大字早稲田4丁目2-2,0172-29-5880,スーパー
マックスバリュ樋の口店,青森県弘前市大字樋の口2丁目9-6,0172-68-5200,スーパー
マックスバリュ樋の口店,青森県弘前市大字樋の口２丁目９６,0172-68-5200,スーパー
業務スーパー弘前堅田店,青森県弘前市堅田字神田378-1,0172-40-2158,スーパー
いとくアルカディア店,青森県弘前市大字扇町3丁目1-1,0172-29-5566,スーパー
いとく アルカディア店,青森県弘前市大字扇町３丁目１１,0172-29-5566,スーパー
マックスバリュ安原店,青森県弘前市大字泉野1丁目4-5,0172-89-2620,スーパー
